Id	Time	Plate	Row	Column	Source well	Clog	Sorted status	In Regions	TOF	Extinction	Green	Yellow	Red	PH Extinction	PW Extinction	PC Extinction	PH Green	PW Green	PC Green	PH Yellow	PW Yellow	PC Yellow	PH Red	PW Red	PC Red	
127	26966	n/a	0	0	n/a	N	0	00	501	158	20.1	1.06	0.95	12398	336	n/a	1921	500	n/a	87	500	n/a	100	500	n/a	
128	27169	n/a	0	0	n/a	N	0	00	102	41.0	2.85	0.20	0.21	18880	72	n/a	1659	100	n/a	78	100	n/a	103	100	n/a	
129	27183	n/a	0	0	n/a	N	0	00	64	11.6	0.94	0.13	0.15	7789	0	n/a	676	64	n/a	84	64	n/a	114	64	n/a	
130	27416	n/a	0	0	n/a	N	0	11	1487	1004	165	4.13	6.02	28271	1336	n/a	5208	1484	n/a	128	1484	n/a	308	1480	n/a	
131	27481	n/a	0	0	n/a	N	0	01	1069	613	112	3.06	4.55	53034	988	n/a	10550	1068	n/a	223	1068	n/a	442	1068	n/a	
132	27528	n/a	0	0	n/a	N	0	00	72	33.3	6.32	0.19	0.36	24447	48	n/a	5566	72	n/a	122	72	n/a	261	72	n/a	
133	27602	n/a	0	0	n/a	N	0	00	542	163	15.6	1.07	1.15	11656	300	n/a	1303	540	n/a	81	540	n/a	104	540	n/a	
134	27792	n/a	0	0	n/a	N	0	00	524	144	16.1	1.12	1.04	11077	112	n/a	1553	520	n/a	85	524	n/a	103	524	n/a	
135	27797	n/a	0	0	n/a	N	0	01	1082	467	66.7	2.56	2.87	17904	876	n/a	3624	1068	n/a	106	1080	n/a	203	1080	n/a	
136	27986	n/a	0	0	n/a	N	0	00	432	104	8.12	0.92	0.95	9918	0	n/a	1067	432	n/a	85	432	n/a	128	432	n/a	
137	28000	n/a	0	0	n/a	N	0	00	418	101	9.20	0.84	0.89	10278	52	n/a	1159	416	n/a	86	416	n/a	121	416	n/a	
138	28132	n/a	0	0	n/a	N	0	00	68	16.6	1.80	0.14	0.22	11293	24	n/a	1421	68	n/a	92	68	n/a	158	68	n/a	
139	28180	n/a	0	0	n/a	N	0	00	286	134	14.3	0.70	0.79	34674	176	n/a	4123	280	n/a	130	284	n/a	202	284	n/a	
140	28327	n/a	0	0	n/a	N	0	00	160	77.8	18.2	0.46	0.66	23897	128	n/a	6685	160	n/a	128	160	n/a	184	160	n/a	
141	28408	n/a	0	0	n/a	N	0	01	615	172	21.6	1.40	1.32	11484	256	n/a	1708	612	n/a	105	612	n/a	118	612	n/a	
142	28464	n/a	0	0	n/a	N	0	00	108	34.5	5.19	0.29	0.40	13874	68	n/a	2272	108	n/a	120	108	n/a	170	108	n/a	
143	28529	n/a	0	0	n/a	N	0	01	1140	560	85.0	2.88	3.30	19900	1036	n/a	3624	1140	n/a	105	1140	n/a	203	1140	n/a	
144	28582	n/a	0	0	n/a	N	0	00	170	42.7	2.32	0.35	0.40	10401	24	n/a	751	168	n/a	85	168	n/a	122	168	n/a	
145	28639	n/a	0	0	n/a	N	0	00	64	11.2	2.71	0.16	0.31	7236	0	n/a	1961	64	n/a	96	64	n/a	190	64	n/a	
146	28728	n/a	0	0	n/a	N	0	00	227	53.1	3.11	0.50	0.59	9972	0	n/a	751	224	n/a	87	224	n/a	110	224	n/a	
147	29190	n/a	0	0	n/a	N	0	01	839	485	78.8	2.29	3.27	46294	784	n/a	8737	836	n/a	166	836	n/a	351	836	n/a	
148	29211	n/a	0	0	n/a	N	0	00	48	7.76	1.59	0.13	0.53	7037	0	n/a	1480	48	n/a	109	48	n/a	506	48	n/a	
149	29336	n/a	0	0	n/a	N	0	01	648	176	18.9	1.33	1.16	11325	160	n/a	1535	648	n/a	93	648	n/a	97	648	n/a	
150	29477	n/a	0	0	n/a	N	0	01	1052	924	164	3.48	6.05	52300	996	n/a	13238	1044	n/a	209	1052	n/a	463	1048	n/a	
151	29611	n/a	0	0	n/a	N	0	00	59	15.5	3.44	0.20	0.60	13297	24	n/a	2791	56	n/a	158	56	n/a	484	56	n/a	
152	29765	n/a	0	0	n/a	N	0	11	1191	2152	649	13.6	61.5	65535	1136	n/a	31112	1188	n/a	795	1164	n/a	4080	1140	n/a	
153	29907	n/a	0	0	n/a	N	0	00	143	62.3	3.78	0.33	0.65	23500	96	n/a	1745	140	n/a	109	140	n/a	294	140	n/a	
154	29909	n/a	0	0	n/a	N	0	01	739	174	28.9	1.63	1.41	12340	180	n/a	1948	736	n/a	92	736	n/a	114	736	n/a	
155	30015	n/a	0	0	n/a	N	0	00	104	37.5	3.93	0.23	0.34	16059	68	n/a	1923	104	n/a	92	104	n/a	148	104	n/a	
156	30075	n/a	0	0	n/a	N	0	01	750	466	79.8	2.08	2.85	33908	628	n/a	9302	732	n/a	190	748	n/a	400	744	n/a	
157	30232	n/a	0	0	n/a	N	0	00	44	8.08	1.33	0.09	0.17	7717	0	n/a	1395	44	n/a	89	44	n/a	173	44	n/a	
158	30371	n/a	0	0	n/a	N	0	01	590	323	62.9	1.71	2.19	23470	528	n/a	9150	588	n/a	173	588	n/a	271	580	n/a	
159	30462	n/a	0	0	n/a	N	0	01	843	463	79.0	2.39	3.04	30384	768	n/a	8416	840	n/a	165	840	n/a	296	832	n/a	
160	30571	n/a	0	0	n/a	N	0	00	101	38.6	3.76	0.22	0.22	17774	68	n/a	1873	100	n/a	87	100	n/a	85	100	n/a	
161	30724	n/a	0	0	n/a	N	0	00	113	57.0	4.24	0.24	0.44	24807	84	n/a	2074	112	n/a	95	112	n/a	203	112	n/a	
162	30724	n/a	0	0	n/a	N	0	00	79	22.0	0.92	0.15	0.15	13264	40	n/a	600	76	n/a	77	76	n/a	84	76	n/a	
163	30932	n/a	0	0	n/a	N	0	00	280	125	12.3	0.61	0.66	21674	220	n/a	2881	272	n/a	103	280	n/a	142	280	n/a	
164	30941	n/a	0	0	n/a	N	0	00	92	41.6	3.05	0.18	0.49	21997	68	n/a	1881	92	n/a	88	92	n/a	261	92	n/a	
165	30941	n/a	0	0	n/a	N	0	00	92	41.8	2.82	0.21	0.39	22317	68	n/a	1762	92	n/a	94	92	n/a	218	92	n/a	
166	30995	n/a	0	0	n/a	N	0	00	42	5.58	0.21	0.07	0.08	5926	0	n/a	243	40	n/a	79	40	n/a	88	40	n/a	
167	31142	n/a	0	0	n/a	N	0	00	149	110	14.6	0.65	2.63	34339	124	n/a	5207	148	n/a	200	148	n/a	945	148	n/a	
168	31233	n/a	0	0	n/a	N	0	00	80	34.3	4.15	0.19	0.25	21638	52	n/a	2902	80	n/a	106	80	n/a	168	80	n/a	
169	31327	n/a	0	0	n/a	N	0	01	653	450	87.7	1.96	3.25	48051	576	n/a	11575	652	n/a	227	652	n/a	582	652	n/a	
170	31408	n/a	0	0	n/a	N	0	01	469	328	60.1	1.53	2.31	40217	420	n/a	9418	468	n/a	185	468	n/a	340	468	n/a	
171	31481	n/a	0	0	n/a	N	0	00	250	49.5	2.93	0.49	0.50	7497	0	n/a	695	248	n/a	92	248	n/a	88	248	n/a	
172	31882	n/a	0	0	n/a	N	0	00	102	42.6	5.13	0.25	0.32	20207	72	n/a	3035	100	n/a	110	100	n/a	158	100	n/a	
173	32108	n/a	0	0	n/a	N	0	00	99	41.2	2.79	0.20	0.21	20842	72	n/a	1568	96	n/a	86	96	n/a	106	96	n/a	
